"風紀","ふうき","public morals, discipline, rules governing social behavior","The FUCKIng public is must be disciplined!"
"委","イ, ゆだ.ねる","committee, entrust to, leave to, devote, discard","“I” entrusted the woman with the grain"
"委員","いいん","committee member","Entrusted member is a committee member as in they are entrusted with a seat in the committee"
"品","ヒン, ホン, しな","goods, refinement, dignity, article, counter for meal courses","Hin I’ve already memorized

Shina"
"品","しな","article, item, thing, goods, stock; quality; flirtatiousness, coquetry","Shinagawa (品川) is one of the 23 special wards of Tokyo, Japan. The name Shinagawa consists of two kanji characters: “品” (shina) meaning “goods” or “article,” and “川” (kawa or gawa) meaning “river.”

The name is said to originate from the geographical features of the area. In the Edo period, Shinagawa was a post station along the Tōkaidō road, which connected Edo (now Tokyo) with Kyoto. Shinagawa was situated by the sea and had a river that was used to transport goods

Use the name 品川 to remember that 品 can be pronounced SHINA"
"且","ショ, ソ, ショウ, か.つ","moreover, also, furthermore","Stone tablet 

Borrowed to mean for the time being, just

你且等一下 just wait a little

Technically only in common Japanese as 且つ, but that’s usually only written with kana and means and, also

But in Chinese 而且 has the same meaning of and also, but also

So maybe memorize as also

Just think of the stone tablet rising from the ground with another suggestion like “but also, this!”"
"粗","ソ, あら.い, あら-","coarse, rough, rugged","This rice is also SOso because it’s coarse and rough, probably hasn’t been cleaned properly"
"粗品","そしな, そひん","small present, trifling gift; gift given out by companies to customers as a token of gratitude, marketing incentive; inferior goods, low-quality article","Coarse (inferior) goods is a humble way to describe the small present they give to you humbly"
"雑","ザツ, ゾウ, まじ.える, まじ.る","miscellaneous","Nine miscellaneous trees for ZAT bird to sit in"
"雑魚","ざこ, じゃこ, ざっこ, ザコ","small fish, small fry; (a) nobody, small fry, unimportant person; noob, weak player; small penis, short dick","If you think of a small fish as a ko 子 then it works out"
"頼り","たより","reliance, dependence","TAke YOR trust"
"登場","とうじょう","entrance (on the stage), appearance (in a book, film, etc.); appearance (on the scene), arrival (on the market), emergence, introduction, advent","Climbing up onto the stage place

Opposite of 退場 retreating from the stage place"
"お出で","おいで","coming, going, being (somewhere); (please) come, go, stay","おいでの方は

Those who are going to somewhere"
"美容","びよう","beauty, good figure, (beautiful) appearance, (beautiful) features; beautification, beauty treatment, beauty culture, cosmetics","Beautiful contents"
"容","ヨウ, い.れる","contain, form, looks","内容の容"
"公民","こうみん","citizen","Public person = citizen"
"公民館","こうみんかん","public hall, community center, community centre","Citizen hall "
"富","フ, フウ, と.む, とみ","wealth, enrich, abundant","Tommy is rich"
"江戸","えど","Edo (shogunate capital; former name of Tokyo), Yedo","The door to the bay"
"江","コウ, え","creek, inlet, bay","江戸の江

The Bay Area is built on the water"
"事故","じこ, ことゆえ","accident, incident, trouble; circumstances, reasons","自己は事故だ。
I was an accident

"
"故","コ, ゆえ, ふる.い, もと","happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently","Readings KO and FURU come from 古

Memorize as meaning: a Happening

It so happened that I struck the old people"
"防止","ぼうし","prevention, check","To ward off or stop something is to prevent it"
"防","ボウ, ふせ.ぐ","ward off, defend, protect, resist","It’s 方 (HOU) with a B in front so now it’s BOU

The B is land and 方 is direction

To defend or protect the land you must change the direction of the things coming towards it "
"場合","ばあい","case, occasion, situation, circumstances","A Location with a meeting = a situation"
"感性","かんせい","sensitivity, sensitiveness, sense (of ...)","Feeling nature is sensitivity"
"許","キョ, ゆる.す, もと","permit, approve","YUR saying (言) you will allow me to leave work at KYO no 午後 (GOGO)? You’re a saint, thank you!"
"許す","ゆるす","to permit, to allow, to approve, to consent to; to forgive, to pardon, to excuse, to tolerate; to exempt (someone) from, to remit, to release, to let off; to acknowledge, to admit; to trust, to confide in, to let one's guard down; to give up (points in a game, distance in a race, etc.), to yield","If it’s truly YURS, then I forgive you for taking it. "
"目次","もくじ","table of contents, contents","Item 目 order 次 = the order of the items = table of contents"
"上陸","じょうりく","landing, going ashore, disembarkation; making landfall (of a typhoon), striking land, hitting land","Getting on the land"
"及","キュウ, およ.ぶ, およ.び, および, およ.ぼす","reach out, exert, exercise, cause","It’s reach in the sense of meaning to catch up to someone (人) behind by hand (又), like a KYUUt girl!"
"級","キュウ","class, rank, grade","KYUU from 及

Every seamstress strives to reach (及) the highest class (高級) of cloth (糸)"
"友","ユウ, とも","friend","YOU are my best TOMOdachi

Two hands to express friendship. 
Can think of them as holding hands"
"親しむ","したしむ","to be intimate with, to befriend","SHI TAk a SHIne to MU (a moocow) because she tended to it every day like a parent

That one was chat gpt 😳"
"質","シツ, シチ, チ, たち, ただ.す, もと, わりふ","substance, quality, matter, temperament","For the Shichi reading: Can also mean collateral like in 人質 and 質草"
"借金","しゃっきん","debt, loan, liabilities, borrowing money; number of games under the .500 mark","I have debt? Shocking"
"吉","キチ, キツ, よし","good luck, joy, congratulations","KITSU reading is most common

Not that common in Chinese outside of idioms (where it’s pronounced JI) but still means good luck

The soldier’s mouth spoke of the good fortune that they had won the battle. "
"結","ケツ, ケチ, むす.ぶ, ゆ.う, ゆ.わえる","tie, bind, contract, join, organize, do up hair, fasten","KITSU/KICHI (吉) -> KETSU/KECHI (結)

Tie up the good luck with string so I can GETS it

Can mean tie up -> settle/conclude
Aka 結帳 conclude the bill"
"結社","けっしゃ","association, society","Tie the association of people together into a society"
"等","トウ, ひと.しい, など, -ら","etc., and so forth, class (first), quality, equal, similar","The highest quality (高等) temples (寺) are made from TOUl bamboo (竹)

In Chinese this is how you say wait but not in Japanese

In both languages it means class, rank, equal, and etc, although in Chinese it can also mean type of

"
"等しい","ひとしい","equal, identical, the same; no different (from), just like, equivalent","All hitos are created equal"
"高等","こうとう","high class, high grade","High class/grade

It’s the bee’s knees. It’s Ko’s toe. "
"巻","カン, ケン, ま.く, まき, ま.き","scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls)"," 𠔉  two hands 己 self = 巻 scroll/roll

Looks like two hands 𡗗 rolling up a scroll 己

Maki zushi ‘s maki

KAN from roll it up and put it in a KAN"
"周","シュウ, まわ.り","circumference, circuit, lap","The circle around the good luck is the outline of a SHUU or MY WARld. "
"周り","まわり","circumference, girth; surroundings, neighbourhood, neighborhood, vicinity; people surrounding oneself, surrounding circumstances","MY WARld is my surroundings"
"臭","シュウ, くさ.い, -くさ.い, にお.う, にお.い","stinking, ill-smelling, suspicious looking, odor, savor, fragrance, be fragrant, stink, glow, be bright","Nose (自) + dog (犬) to indicate the dog’s strong sense of smell

Smelly as in 臭臭锅"
"自","ジ, シ, みずか.ら, おの.ずから, おの.ずと","oneself","Originally a nose. Now Chinese and Japanese and other East Asians point to their nose to indicate themselves"
"嗅","キュウ, か.ぐ","smell, sniff, scent","Originally the part on the left was 鼻 and was simplified to 口. 

Then it was nose + smelly = to smell

I KAn smell the GOO. "
"送","ソウ, おく.る","escort, send","OKu SO send me everything by walking in with them and closing the door"
"放送","ほうそう","broadcasting, broadcast, program, announcement","This is an announcement. HOES SO mad. 

放 emit 送 send = broadcast"
"放","ホウ, はな.す, -っぱな.し, はな.つ, はな.れる, こ.く, ほう.る","set free, release, fire, shoot, emit, banish, liberate","Direction 方 action 攵= the action of emitting something in a direction = 放 emit

HOU from 方 (HOU)

Read: directional strike

To strike in a direction is to emit

Emitting a bullet or object is firing or throwing

Emitting a person from captivity is to liberate, set free, or release"
"負","フ, ま.ける, ま.かす, お.う","defeat, negative, -, minus, bear, owe, assume a responsibility","Original meaning was burden/bear because the top is a person (人) and the bottom is money (貝, cowry shells were historically used as money 3000 years ago in china) and it meant person carrying a lot of money aka burden. 

Now in Japanese the primary meaning is lose; it came to mean that in the sense that one is “bearing the burden of a loss”

You can remember FU as “I lost?! F.U.!”"
